name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
"CSMBS3B25 C&S Electric- 25A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B25,B-Series,CSMBS3B25,5760,4608,Piece,Each,Pack of 4,"CSMBS3B25,C&S 25A,3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3B25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B32 C&S Electric- 32A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B32,B-Series,CSMBS3B32,5760,4608,Piece,Each,Pack of 4,"CSMBS3B32,C&S 32A, 3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3B32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B40 C&S Electric- 40A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B40,B-Series,CSMBS3B40,8560,6848,Piece,Each,Pack of 4,"CSMBS3B40,C&S 40A, 3Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B40in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B50 C&S Electric- 50A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B50,B-Series,CSMBS3B50,8560,6848,Piece,Each,Pack of 4,"CSMBS3B50,C&S 50A, 3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B63 C&S Electric- 63A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B63,B-Series,CSMBS3B63,8560,6848,Piece,Each,Pack of 4,"CSMBS3B63,C&S 63A, 3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3B63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B6N C&S Electric- 6A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B6N,B-Series,CSMBS3B6N,5670,4536,Piece,Each,Pack of 3,"CSMBS3B6N,C&S 6A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B6N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B10N C&S Electric- 10A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B10N,B-Series,CSMBS3B10N,5670,4536,Piece,Each,Pack of 3,"CSMBS3B10N,C&S 10A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B10N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B20N C&S Electric- 20A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B20N,B-Series,CSMBS3B20N,5670,4536,Piece,Each,Pack of 3,"CSMBS3B20N,C&S 20A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B20N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B25N C&S Electric- 25A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B25N,B-Series,CSMBS3B25N,5670,4536,Piece,Each,Pack of 3,"CSMBS3B25N,C&S 25A,3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3B25N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B32N C&S Electric- 32A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B32N,B-Series,CSMBS3B32N,5670,4536,Piece,Each,Pack of 3,"CSMBS3B32N,C&S 32A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3B32N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B40N C&S Electric- 40A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B40N,B-Series,CSMBS3B40N,7530,6024,Piece,Each,Pack of 3,"CSMBS3B40N,C&S 40A, 3Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B40N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B50N C&S Electric- 50A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B50N,B-Series,CSMBS3B50N,8370,6696,Piece,Each,Pack of 3,"CSMBS3B50N,C&S 50A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B50N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B63N C&S Electric- 63A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B63N,B-Series,CSMBS3B63N,8370,6696,Piece,Each,Pack of 3,"CSMBS3B63N,C&S 63A, 3 Pole+N, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS3B63N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B6 C&S Electric- 6A, 4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B6,B-Series,CSMBS4B6,6255,5004,Piece,Each,Pack of 3,"CSMBS4B6,C&S 6A, 4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS4B6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B10 C&S Electric- 10A,4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B10,B-Series,CSMBS4B10,6255,5004,Piece,Each,Pack of 3,"CSMBS4B10,C&S 10A, 4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS4B10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B20 C&S Electric- 20A, 4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B20,B-Series,CSMBS4B20,6255,5004,Piece,Each,Pack of 3,"CSMBS4B20,C&S 20A, 4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS4B20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B25 C&S Electric- 25A, 4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B25,B-Series,CSMBS4B25,6255,5004,Piece,Each,Pack of 3,"CSMBS4B25,C&S 25A,4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS4B25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B32 C&S Electric- 32A, 4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B32,B-Series,CSMBS4B32,6255,5004,Piece,Each,Pack of 3,"CSMBS4B32,C&S 32A, 4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS4B32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B40 C&S Electric- 40A,4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B40,B-Series,CSMBS4B40,8175,6540,Piece,Each,Pack of 3,"CSMBS4B40,C&S 40A, 4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS4B40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B50 C&S Electric- 50A, 4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B50,B-Series,CSMBS4B50,8715,6972,Piece,Each,Pack of 3,"CSMBS4B50,C&S 50A, 4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS4B50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS4B63 C&S Electric- 63A, 4 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 3)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS4B63,B-Series,CSMBS4B63,8715,6972,Piece,Each,Pack of 3,"CSMBS4B63,C&S 63A,4 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS4B63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,4 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742906-Product-Screenshot 2024-03-18 115122.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS1C0.5 C&S Electric- 0.5A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C0.5,C-Series,CSMBS1C0.5,5640,4512,Piece,Each,Pack of 12,"CSMBS1C0.5,C&S ,0.5A 1 Pole C Curve 10kA WiNtrip2 MCB. (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C0.5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C1 C&S Electric- 1A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C1,C-Series,CSMBS1C1,5640,4512,Piece,Each,Pack of 12,"CSMBS1C1,C&S,1A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C1 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C2 C&S Electric- 2A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C2,C-Series,CSMBS1C2,5640,4512,Piece,Each,Pack of 12,"CSMBS1C2,C&S,2A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C3 C&S Electric- 3A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C3,C-Series,CSMBS1C3,5640,4512,Piece,Each,Pack of 12,"CSMBS1C3,C&S,3A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C4 C&S Electric- 4A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C4,C-Series,CSMBS1C4,5640,4512,Piece,Each,Pack of 12,"CSMBS1C4,C&S,4A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C5 C&S Electric- 5A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C5,C-Series,CSMBS1C5,5640,4512,Piece,Each,Pack of 12,"CSMBS1C5,C&S,5A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
